hotel_name,area,dog_size,if_recommended_by_traveldog,description,addtional_info,address,hotel_url
民宿アンナプルナ,北海道 北海道,超大型犬まで,,民宿アンナプルナ  ペットと同室宿泊が可能   ,,北海道沙流郡日高町賀張227-25,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=28492&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=28492
高原の宿＆貸ログコテージ　アルバータ・ロッジ,北海道 北海道,超大型犬まで,,高原の宿＆貸ログコテージ　アルバータ・ロッジ  ペットと同室宿泊が可能   ,,北海道虻田郡倶知安町ニセコ高原ひらふ山田74,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=12584&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=12584
ホテルテトラ湯の川温泉,北海道 北海道,小型犬まで,,ホテルテトラ湯の川温泉  ペットと同室宿泊が可能   ,,北海道函館市湯川町3-12-11,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=38797&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=38797
サロマ湖鶴雅リゾート,北海道 北海道,小型犬まで,,サロマ湖鶴雅リゾート  ペットと同室宿泊が可能   ,,北海道北見市常呂町栄浦306-1,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=41049&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=41049
グランドパーク小樽,北海道 北海道,大型犬まで,,グランドパーク小樽  ペットと同室宿泊が可能   ,客室1室あたり2頭まで(30kg以上の犬は1室1頭),北海道小樽市築港11-3,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1468&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1468
ｐｅｔｉｔ　ｈｏｔｅｌ　ＭＥＬＯＮ　富良野,北海道 北海道,超大型犬まで,,ｐｅｔｉｔ　ｈｏｔｅｌ　ＭＥＬＯＮ　富良野  ペットと同室宿泊が可能   ,1部屋2匹まで。,北海道富良野市北の峰町14-31,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=149231&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=149231
グランピングリゾート　フェーリエンドルフ,北海道 北海道,大型犬まで,,グランピングリゾート　フェーリエンドルフ  ペットと同室宿泊が可能   ,,北海道河西郡中札内村南常盤東４線,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=44174&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=44174
ヒルトンニセコビレッジ,北海道 北海道,小型犬まで,,ヒルトンニセコビレッジ  ペットと同室宿泊が可能   ,,北海道虻田郡ニセコ町東山温泉,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=20607&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=20607
阿寒湖温泉　ホテル山水荘＜北海道＞,北海道 北海道,小型犬まで,,阿寒湖温泉　ホテル山水荘＜北海道＞  ペットと同室宿泊が可能   ,,北海道釧路市阿寒町阿寒湖温泉1-3,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=16416&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=16416
屈斜路湖ホテル,北海道 北海道,大型犬まで,,屈斜路湖ホテル  ペットと同室宿泊が可能   ,ペット同伴可の客室は、洋室ツイン【トイレ付】、和室6～10畳 山側 【トイレ無】の2タイプ,北海道川上郡弟子屈町川湯仁状温泉,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=54649&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=54649
クリフハウス・柳田旅館,北海道 北海道,超大型犬まで,,クリフハウス・柳田旅館  ペットと同室宿泊が可能   ,,北海道幌泉郡えりも町えりも岬59,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=30893&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=30893
ニセコひらふ泉郷（いずみきょう）レンタルコテージ,北海道 北海道,超大型犬まで,,ニセコひらふ泉郷（いずみきょう）レンタルコテージ  ペットと同室宿泊が可能   ,,北海道虻田郡倶知安町山田132,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=11334&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=11334
ログペンション　パインハウス,北海道 北海道,超大型犬まで,,ログペンション　パインハウス  ペットと同室宿泊が可能   ,,北海道小樽市新光5-40-5,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=28705&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=28705
層雲峡　リゾートペンション　山の上,北海道 北海道,中型犬まで,,層雲峡　リゾートペンション　山の上  ペットと同室宿泊が可能   ,,北海道上川郡上川町層雲峡,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=17811&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=17811
ＨＯＴＥＬ　ＫＵＭＯＩ,北海道 北海道,中型犬まで,,ＨＯＴＥＬ　ＫＵＭＯＩ  ペットと同室宿泊が可能   ,,北海道上川郡上川町層雲峡,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=167255&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=167255
小清水はなことりの宿ユースホステル,北海道 北海道,超大型犬まで,,小清水はなことりの宿ユースホステル  ペットと同室宿泊が可能   ,,北海道斜里郡小清水町浜小清水137-4,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=72766&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=72766
クールコテージ小樽オタモイ,北海道 北海道,大型犬まで,,クールコテージ小樽オタモイ  ペットと同室宿泊が可能   ,,北海道小樽市オタモイ2-1-26,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=176900&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=176900
ペンション　グスベリー,北海道 北海道,大型犬まで,,ペンション　グスベリー  ペットと同室宿泊が可能   ,,北海道富良野市中御料,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=74621&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=74621
ニセコセントラル　森,北海道 北海道,小型犬まで,,ニセコセントラル　森  ペットと同室宿泊が可能   ,"6kg以下の小型犬（2匹まで）に限り、1匹5,000円（7泊毎）",北海道虻田郡倶知安町山田155-31,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=142579&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=142579
ルスツリゾート,北海道 北海道,大型犬まで,,ルスツリゾート  ペットと同室宿泊が可能   ,ペットと泊まれるドッグコテージがある。小型犬は3頭、中型犬は2頭、大型犬は1頭まで。,北海道虻田郡留寿都村泉川１３,https://rusutsu.com/rusutsu-resort-hotel-and-convention/dog-cottage/
知床の宿　民宿いしやま,北海道 北海道,大型犬まで,,知床の宿　民宿いしやま  ペットと同室宿泊が可能   ,ペット宿泊可（事前リクエスト制）。,北海道斜里郡斜里町ウトロ西64,http://shiretoko-ishiyama.com/
かがり屋,北海道 北海道,Unknown,,かがり屋  ペットと同室宿泊が可能   ,ペット宿泊可（事前リクエスト制）  ※事前リクエストとは？,北海道網走市卯原内６０番地３,https://www.booking.com/hotel/jp/notorinoso-kagariya.ja.html?aid=1300052
ゲストハウス　ラーダニーヴァ,北海道 北海道,超大型犬まで,,ゲストハウス　ラーダニーヴァ  ペットと同室宿泊が可能   ,,〒089-0103 北海道上川郡清水町清水３５,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=135595&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=135595
ニセコセントラル　ひらふハウス,北海道 北海道,小型犬まで,,ニセコセントラル　ひらふハウス  ペットと同室宿泊が可能   ,"6kg以下の小型犬（2匹まで）に限り、1匹5,000円（7泊毎）",北海道虻田郡倶知安町山田155-319,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=142583&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=142583
民宿ふくろう,北海道 北海道,小型犬まで,,民宿ふくろう  ペットと同室宿泊が可能   ,,北海道網走郡美幌町報徳92-91,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=158498&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=158498
洞爺湖温泉　湖畔の宿　洞爺かわなみ,北海道 北海道,小型犬まで,,洞爺湖温泉　湖畔の宿　洞爺かわなみ  ペットと同室宿泊が可能   ,,北海道有珠郡壮瞥町洞爺湖温泉53,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=30807&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=30807
民宿　ピリカ,北海道 北海道,中型犬まで,,民宿　ピリカ  ペットと同室宿泊が可能   ,,北海道瀬棚郡今金町美利河227-8,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=49248&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=49248
釧路湿原　とうろの宿,北海道 北海道,超大型犬まで,,釧路湿原　とうろの宿  ペットと同室宿泊が可能   ,,北海道川上郡標茶町塘路83-8,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=54151&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=54151
洋風民宿　ひつじの詩,北海道 北海道,超大型犬まで,,洋風民宿　ひつじの詩  ペットと同室宿泊が可能   ,,北海道空知郡上富良野町西９線北34号3364-7,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=56939&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=56939
鹿部温泉　旅館　倉敷,北海道 北海道,大型犬まで,,鹿部温泉　旅館　倉敷  ペットと同室宿泊が可能   ,,北海道茅部郡鹿部町鹿部100,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=80889&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=80889
ゲストハウス風の丘北欧館,北海道 北海道,Unknown,,ゲストハウス風の丘北欧館  ペットと同室宿泊が可能   ,ペット宿泊可（事前リクエスト制）  ※事前リクエストとは？,北海道北斗市,https://www.booking.com/hotel/jp/gesutohausufeng-noqiu-bei-hai-dao.ja.html?aid=1300052
C HOTEL 美瑛白金,北海道 北海道,Unknown,,C HOTEL 美瑛白金  ペットと同室宿泊が可能   ,ペット宿泊可（事前リクエスト制）  ※事前リクエストとは？,北海道上富良野町字白金10505番地4,https://www.booking.com/hotel/jp/c-mei-ying-bai-jin.ja.html?aid=1300052
星野リゾート 奥入瀬渓流ホテル,東北 青森県,中型犬まで,,星野リゾート 奥入瀬渓流ホテル  お薦めの宿  ペットと同室宿泊が可能   ,⇒オリジナル宿泊レポート,青森県十和田市奥瀬栃久保２３１,http://www.oirase-keiryuu.jp/rooms/pet/
割烹旅館 さつき,東北 青森県,小型犬まで,,割烹旅館 さつき  お薦めの宿  ペットと同室宿泊が可能   ,「ペットとご一緒！プラン」あり。1部屋に小型犬までは無料、2匹以上の場合は有料。,青森県青森市浅虫蛍谷７１?７,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3285657&pid=884010872&vc_url=https://www.jtb.co.jp/kokunai_hotel/htl/2114019/plan/&vcpub=0.943014&vcid=cvIswqcx8y7E3fHrOiClbtEba7qHfZbz3t3QTjIz8pbnD7zUYkKNbQ&isec=1634196602
星の丘inおおわに,東北 青森県,Unknown,このエリア注目の宿,星の丘inおおわに  このエリア注目の宿  ペットと同室宿泊が可能   ,ペット宿泊可（事前リクエスト制）  ※事前リクエストとは？,青森県南津軽郡大鰐町長峰駒木沢421-214,https://www.booking.com/hotel/jp/xing-noqiu-inoowani.ja.html?aid=1300052
ホテル 十和田荘,東北 青森県,小型犬まで,このエリア注目の宿,ホテル 十和田荘  このエリア注目の宿  ペットと同室宿泊が可能   ,,青森県十和田市大字奥瀬字十和田湖畔休屋３４０,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3285657&pid=883984173&vc_url=https://www.ikyu.com/caz/00030652/&vcpub=0.943014&vcid=cvIswqcx8y7E3fHrOiClbtEba7qHfZbz3t3QTjIz8pbnD7zUYkKNbQ&isec=1634196602
黒石ベース 一軒家貸切,東北 青森県,Unknown,このエリア注目の宿,黒石ベース 一軒家貸切  このエリア注目の宿  ペットと同室宿泊が可能   ,ペット宿泊可（事前リクエスト制）  ※事前リクエストとは？,青森県黒石市柵ノ木,https://www.airbnb.jp/associates/25475?s=67&c=.pi115.pk0_9&a4ptk=5863_0_9_25475&af=115
星と森のロマントピア,東北 青森県,小型犬まで,このエリア注目の宿,星と森のロマントピア  このエリア注目の宿  ペットと同室宿泊が可能        ,,青森県弘前市水木在家桜井113-2,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=11041&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=11041
アグリインホリデー,東北 青森県,Unknown,,アグリインホリデー  ペットと同室宿泊が可能   ,指定場所ゲージ内での管理のみ可,青森県弘前市小沢広野２２６?２４,https://www.booking.com/hotel/jp/agri-in-holiday.ja.html?aid=1300052
コテージホテル　ショコラ,東北 青森県,中型犬まで,,コテージホテル　ショコラ  ペットと同室宿泊が可能   ,,青森県青森市滝沢住吉248-118,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=49350&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=49350
鯵ヶ沢温泉 ホテルグランメール山海荘,東北 青森県,Unknown,,鯵ヶ沢温泉 ホテルグランメール山海荘  ペットと同室宿泊が可能   ,客室内ではケージ（室内での放し飼いはNG）。ペット対応の客室タイプは海側和室（２階の客室）のみ。,青森県西津軽郡鯵ヶ沢町大字舞戸町字鳴戸1,https://www.booking.com/hotel/jp/grand-mer-sankaiso.ja.html?aid=1300052
薬研温泉　薬研荘,東北 青森県,超大型犬まで,,薬研温泉　薬研荘  ペットと同室宿泊が可能   ,,青森県むつ市大畑町薬研14,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3285657&pid=884343806&vc_url=https://www.jalan.net/yad334257/&vcpub=0.943014&vcid=cvIswqcx8y7E3fHrOiClbtEba7qHfZbz3t3QTjIz8pbnD7zUYkKNbQ&isec=1634196602
十和田湖バックパッカーズアネックス,東北 青森県,Unknown,,十和田湖バックパッカーズアネックス  ペットと同室宿泊が可能   ,ペット宿泊可（事前リクエスト制）  ※事前リクエストとは？,青森県十和田市大奥瀬字十和田湖畔休屋16-146,https://www.booking.com/hotel/jp/towadako-backpackers-annex.ja.html?aid=1300052
レークサイド山の家,東北 青森県,大型犬まで,,レークサイド山の家  ペットと同室宿泊が可能   ,,秋田県鹿角郡小坂町十和田湖銀山1-7,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=147054&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=147054
民泊宿屋PittINN,東北 青森県,超大型犬まで,,民泊宿屋PittINN  ペットと同室宿泊が可能   ,,青森県五所川原市みどり町４丁目,https://pittinn.com/
大間町のゲストハウス（完全個室）,東北 青森県,Unknown,,大間町のゲストハウス（完全個室）  ペットと同室宿泊が可能   ,ペット宿泊可（事前リクエスト制）  ※事前リクエストとは？,青森県下北郡大間町,https://www.airbnb.jp/associates/98907?s=67&c=.pi115.pk0_9&a4ptk=5863_0_9_98907&af=115
浄土ヶ浜パークホテル,東北 岩手県,小型犬まで,このエリア注目の宿,浄土ヶ浜パークホテル  このエリア注目の宿  ペットと同室宿泊が可能     ,客室一室あたり犬2匹まで,岩手県宮古市日立浜町32-4,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=64789&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=64789
岩手宮古　ホテル近江屋,東北 岩手県,中型犬まで,このエリア注目の宿,岩手宮古　ホテル近江屋  このエリア注目の宿  ペットと同室宿泊が可能        ,お1人1匹までを目安,岩手県宮古市磯鶏1-1-18,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=50776&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=50776
鶯宿温泉　ホテル森の風　鶯宿,東北 岩手県,中型犬まで,このエリア注目の宿,鶯宿温泉　ホテル森の風　鶯宿  このエリア注目の宿  ペットと同室宿泊が可能     ,小型犬又は中型犬で1室あたり2頭まで,岩手県岩手郡雫石町鶯宿10-64-1,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=9572&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=9572
八幡平の一軒家貸切,東北 岩手県,Unknown,このエリア注目の宿,八幡平の一軒家貸切  このエリア注目の宿  ペットと同室宿泊が可能   ,ペット宿泊可（事前リクエスト制）  ※事前リクエストとは？,岩手県八幡平市,https://www.airbnb.jp/associates/25482?s=67&c=.pi115.pk0_9&a4ptk=5863_0_9_25482&af=115
ゲストハウス蘖,東北 岩手県,Unknown,このエリア注目の宿,ゲストハウス蘖  このエリア注目の宿  ペットと同室宿泊が可能   ,ペット宿泊可（事前リクエスト制）  ※事前リクエストとは？,岩手県北上市稲瀬町岩脇3,https://www.booking.com/hotel/jp/gesutohausunie-hikobae.ja.html?aid=1300052
玄武風柳亭,東北 岩手県,中型犬まで,このエリア注目の宿,玄武風柳亭  このエリア注目の宿  ペットと同室宿泊が可能     ,,岩手県岩手郡雫石町長山網張1-11,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=16680&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=16680
安比高原　ペンションアーラ・ワッカ,東北 岩手県,小型犬まで,,安比高原　ペンションアーラ・ワッカ  ペットと同室宿泊が可能     ,最大2頭まで,岩手県八幡平市安比高原165-11,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=136124&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=136124
珠玉の湯　薬師堂温泉,東北 岩手県,中型犬まで,,珠玉の湯　薬師堂温泉  ペットと同室宿泊が可能     ,8Kg以下の室内犬（部屋内ではペットはケージ内）,岩手県奥州市水沢佐倉河字薬師堂27,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=14766&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=14766
ｙａｍａｇｏｙａ　Ｂａｓｅ　Ｃａｍｐ,東北 岩手県,中型犬まで,,ｙａｍａｇｏｙａ　Ｂａｓｅ　Ｃａｍｐ  ペットと同室宿泊が可能   ,ロフト付き4ベットルーム、ツインルーム、101号室、102号室、103号室、104号室、105号室でペット宿泊可,岩手県八幡平市安比高原165-13,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=147476&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=147476
